rtt_bin,protocol,mean_download_time,readings
60-70,FTP,8.727566791208792,273
60-70,HTTP,7.814569981684982,273
60-70,HTTPS,7.984581934065934,273
70-80,FTP,8.959146567567569,74
70-80,HTTP,8.100657702702703,74
70-80,HTTPS,8.178003243243243,74
80-90,FTP,10.7490185,6
80-90,HTTP,9.477352666666667,6
80-90,HTTPS,8.949301333333333,6
90-100,FTP,10.1852645,2
90-100,HTTP,8.6163645,2
90-100,HTTPS,8.513494,2
100-115,FTP,8.9773698,5
100-115,HTTP,7.9126916,5
100-115,HTTPS,8.5626092,5
