timestamp,region,host,protocol,url,rtt_ms,download_time_sec,status
2026-05-31T10:09:06,USA,ftp.osuosl.org,HTTPS,https://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,157,14.833170,success
2026-05-31T10:19:18,Germany,mirror.netcologne.de,FTP,ftp://mirror.netcologne.de/ubuntu/ls-lR.gz,85,9.213362,success
2026-05-31T10:19:26,Germany,mirror.netcologne.de,HTTP,http://mirror.netcologne.de/ubuntu/ls-lR.gz,85,7.929380,success
2026-05-31T10:19:35,Germany,mirror.netcologne.de,HTTPS,https://mirror.netcologne.de/ubuntu/ls-lR.gz,85,9.148819,success
2026-05-31T10:19:46,Asia,aze.archive.ubuntu.com,FTP,ftp://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,150,7.079877,success
2026-05-31T10:19:51,Asia,aze.archive.ubuntu.com,HTTP,http://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,150,5.317104,success
2026-05-31T10:19:56,Asia,aze.archive.ubuntu.com,HTTPS,https://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,150,5.410596,success
2026-05-31T10:20:28,USA,ftp.osuosl.org,FTP,ftp://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,136,28.327635,success
2026-05-31T10:20:47,USA,ftp.osuosl.org,HTTP,http://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,136,18.957197,success
2026-05-31T10:21:02,USA,ftp.osuosl.org,HTTPS,https://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,136,14.312507,success
2026-05-31T10:31:15,Germany,mirror.netcologne.de,FTP,ftp://mirror.netcologne.de/ubuntu/ls-lR.gz,72,10.141343,success
2026-05-31T10:31:23,Germany,mirror.netcologne.de,HTTP,http://mirror.netcologne.de/ubuntu/ls-lR.gz,72,8.247956,success
2026-05-31T10:31:31,Germany,mirror.netcologne.de,HTTPS,https://mirror.netcologne.de/ubuntu/ls-lR.gz,72,8.066263,success
2026-05-31T10:31:42,Asia,aze.archive.ubuntu.com,FTP,ftp://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,149,7.141961,success
2026-05-31T10:31:48,Asia,aze.archive.ubuntu.com,HTTP,http://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,149,5.488752,success
2026-05-31T10:31:53,Asia,aze.archive.ubuntu.com,HTTPS,https://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,149,5.384176,success
2026-05-31T10:32:18,USA,ftp.osuosl.org,FTP,ftp://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,139,21.792023,success
2026-05-31T10:32:34,USA,ftp.osuosl.org,HTTP,http://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,139,16.091172,success
2026-05-31T10:32:50,USA,ftp.osuosl.org,HTTPS,https://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,139,15.469320,success
2026-05-31T10:43:02,Germany,mirror.netcologne.de,FTP,ftp://mirror.netcologne.de/ubuntu/ls-lR.gz,69,8.602965,success
2026-05-31T10:43:10,Germany,mirror.netcologne.de,HTTP,http://mirror.netcologne.de/ubuntu/ls-lR.gz,69,8.469447,success
2026-05-31T10:43:18,Germany,mirror.netcologne.de,HTTPS,https://mirror.netcologne.de/ubuntu/ls-lR.gz,69,7.916355,success
2026-05-31T10:43:27,Asia,aze.archive.ubuntu.com,FTP,ftp://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,100,5.483676,success
2026-05-31T10:43:32,Asia,aze.archive.ubuntu.com,HTTP,http://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,100,5.148540,success
2026-05-31T10:43:37,Asia,aze.archive.ubuntu.com,HTTPS,https://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,100,4.787251,success
2026-05-31T10:43:58,USA,ftp.osuosl.org,FTP,ftp://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,148,17.634928,success
2026-05-31T10:44:12,USA,ftp.osuosl.org,HTTP,http://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,148,13.853631,success
2026-05-31T10:44:25,USA,ftp.osuosl.org,HTTPS,https://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,148,13.259515,success
2026-05-31T10:54:38,Germany,mirror.netcologne.de,FTP,ftp://mirror.netcologne.de/ubuntu/ls-lR.gz,72,8.935222,success
2026-05-31T10:54:47,Germany,mirror.netcologne.de,HTTP,http://mirror.netcologne.de/ubuntu/ls-lR.gz,72,9.745454,success
2026-05-31T10:54:55,Germany,mirror.netcologne.de,HTTPS,https://mirror.netcologne.de/ubuntu/ls-lR.gz,72,7.549288,success
2026-05-31T10:55:06,Asia,aze.archive.ubuntu.com,FTP,ftp://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,103,7.660421,success
2026-05-31T10:55:11,Asia,aze.archive.ubuntu.com,HTTP,http://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,103,4.473001,success
2026-05-31T10:55:15,Asia,aze.archive.ubuntu.com,HTTPS,https://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,103,4.550191,success
2026-05-31T10:55:40,USA,ftp.osuosl.org,FTP,ftp://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,165,20.862573,success
2026-05-31T10:55:59,USA,ftp.osuosl.org,HTTP,http://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,165,19.202460,success
2026-05-31T10:56:16,USA,ftp.osuosl.org,HTTPS,https://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,165,17.058965,success
2026-05-31T11:06:28,Germany,mirror.netcologne.de,FTP,ftp://mirror.netcologne.de/ubuntu/ls-lR.gz,70,8.805268,success
2026-05-31T11:06:34,Germany,mirror.netcologne.de,HTTP,http://mirror.netcologne.de/ubuntu/ls-lR.gz,70,6.481625,success
2026-05-31T11:06:42,Germany,mirror.netcologne.de,HTTPS,https://mirror.netcologne.de/ubuntu/ls-lR.gz,70,7.927572,success
2026-05-31T11:06:53,Asia,aze.archive.ubuntu.com,FTP,ftp://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,148,7.401541,success
2026-05-31T11:06:59,Asia,aze.archive.ubuntu.com,HTTP,http://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,148,5.226246,success
2026-05-31T11:07:04,Asia,aze.archive.ubuntu.com,HTTPS,https://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,148,5.523817,success
2026-05-31T11:07:33,USA,ftp.osuosl.org,FTP,ftp://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,231,24.628663,success
2026-05-31T11:08:18,USA,ftp.osuosl.org,HTTP,http://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,231,45.546562,success
2026-05-31T11:08:43,USA,ftp.osuosl.org,HTTPS,https://ftp.osuosl.org/pub/ubuntu/ls-lR.gz,231,24.421090,success
2026-05-31T11:18:55,Germany,mirror.netcologne.de,FTP,ftp://mirror.netcologne.de/ubuntu/ls-lR.gz,80,9.536541,success
2026-05-31T11:19:03,Germany,mirror.netcologne.de,HTTP,http://mirror.netcologne.de/ubuntu/ls-lR.gz,80,7.895396,success
2026-05-31T11:19:11,Germany,mirror.netcologne.de,HTTPS,https://mirror.netcologne.de/ubuntu/ls-lR.gz,80,7.841416,success
2026-05-31T11:19:19,Asia,aze.archive.ubuntu.com,FTP,ftp://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,96,4.785126,success
2026-05-31T11:19:24,Asia,aze.archive.ubuntu.com,HTTP,http://aze.archive.ubuntu.com/ubuntu/ls-lR.gz,96,4.173372,success
