rtt_bin,protocol,mean_download_time,readings
50-75,FTP,8.736085988130563,337
50-75,HTTP,7.842199700296736,337
50-75,HTTPS,7.998972845697329,337
75-100,FTP,10.355902333333333,18
75-100,HTTP,9.116767833333334,18
75-100,HTTPS,8.890669722222222,18
100-125,FTP,8.9773698,5
100-125,HTTP,7.9126916,5
100-125,HTTPS,8.5626092,5
